Strategy,Won,Score,Remaining_plays,Target_hand_ratio
Full House,1,780,2,0.5
Full House,1,852,1,0.5
Full House,1,736,1,0.5
Full House,1,980,2,0.75
Full House,0,507,0,0.25
Full House,1,1512,2,1.0
Full House,1,972,1,0.75
Full House,1,751,0,0.75
Full House,0,244,0,0.0
Full House,1,1144,2,1.0
Full House,1,1256,2,0.75
Full House,0,512,0,0.25
Full House,1,1161,2,0.75
Full House,1,1652,2,1.0
Full House,1,1025,2,0.75
Full House,0,427,0,0.25
Full House,1,780,2,0.5
Full House,1,988,2,0.75
Full House,1,784,2,0.5
Full House,1,1028,1,0.75
Full House,1,1160,2,1.0
Full House,1,1168,1,1.0
Full House,0,472,0,0.25
Full House,1,1032,2,0.75
Full House,1,1236,0,0.75
Full House,1,1124,2,0.75
Full House,1,1212,1,1.0
Full House,1,1380,2,0.75
Full House,1,972,2,0.75
Full House,0,555,0,0.5
Full House,1,1132,1,1.0
Full House,0,463,0,0.25
Full House,1,948,1,0.75
Full House,1,1032,2,0.75
Full House,0,467,0,0.25
Full House,1,964,2,0.5
Full House,1,952,1,0.75
Full House,1,1008,2,0.75
Full House,1,1304,2,1.0
Full House,0,502,0,0.25
Full House,1,968,1,0.75
Full House,1,1232,2,1.0
Full House,1,647,0,0.5
Full House,1,896,1,0.75
Full House,1,1284,1,1.0
Full House,1,663,0,0.5
Full House,1,896,0,0.75
Full House,1,1008,2,0.75
Full House,1,622,0,0.5
Full House,1,746,0,0.5
Full House,1,1208,2,1.0
Full House,1,688,0,0.5
Full House,1,844,3,0.25
Full House,1,1100,1,1.0
Full House,1,877,0,0.5
Full House,1,1068,2,0.75
Full House,1,939,0,0.75
Full House,1,981,2,0.5
Full House,1,927,1,0.75
Full House,1,646,0,0.5
Full House,1,900,1,0.75
Full House,0,401,0,0.25
Full House,1,940,1,0.75
Full House,1,775,1,0.5
Full House,1,880,1,0.75
Full House,1,1632,3,1.0
Full House,1,671,1,0.5
Full House,1,1388,2,1.0
Full House,0,464,0,0.25
Full House,1,763,2,0.5
Full House,1,684,0,0.5
Full House,1,732,0,0.5
Full House,1,928,1,0.75
Full House,1,784,2,0.5
Full House,1,936,1,0.75
Full House,1,744,2,0.5
Full House,1,1015,2,0.75
Full House,1,948,2,0.75
Full House,1,899,1,0.5
Full House,1,892,0,0.75
Full House,1,1144,1,1.0
Full House,1,1360,3,0.75
Full House,1,1864,1,1.0
Full House,1,691,1,0.5
Full House,1,1196,2,1.0
Full House,1,695,1,0.5
Full House,1,1160,1,1.0
Full House,1,1276,2,1.0
Full House,1,875,2,0.75
Full House,1,1292,3,0.75
Full House,1,893,2,0.75
Full House,1,1028,2,0.75
Full House,1,952,1,0.75
Full House,1,1068,1,1.0
Full House,1,692,2,0.5
Full House,1,960,1,0.75
Full House,1,1132,1,1.0
Full House,1,683,0,0.5
Full House,1,1100,2,0.75
Full House,1,732,1,0.5
Full House,1,964,2,0.75
Full House,0,227,0,0.0
Full House,1,936,1,0.75
Full House,1,1180,1,1.0
Full House,1,1195,2,0.75
Full House,1,960,1,0.75
Full House,1,923,2,0.75
Full House,1,977,1,0.5
Full House,1,1176,1,1.0
Full House,1,1296,2,1.0
Full House,1,747,2,0.5
Full House,1,1052,2,0.75
Full House,1,1037,2,0.75
Full House,1,1012,1,0.75
Full House,1,691,0,0.5
Full House,1,945,1,0.75
Full House,1,663,0,0.5
Full House,0,346,0,0.25
Full House,1,1096,2,0.75
Full House,1,783,2,0.5
Full House,1,1144,1,1.0
Full House,1,924,1,0.5
Full House,1,1132,1,1.0
Full House,1,1108,2,0.75
Full House,1,771,2,0.5
Full House,1,1061,2,0.75
Full House,1,723,2,0.5
Full House,1,1304,2,1.0
Full House,1,783,2,0.5
Full House,1,759,1,0.5
Full House,1,791,1,0.5
Full House,1,756,2,0.5
Full House,1,844,2,0.5
Full House,1,960,2,0.75
Full House,1,1012,2,0.75
Full House,1,807,0,0.5
Full House,1,856,1,0.75
Full House,1,759,1,0.5
Full House,1,784,2,0.5
Full House,1,818,1,0.5
Full House,1,1212,2,0.75
Full House,1,770,2,0.5
Full House,1,964,1,0.75
Full House,1,1524,2,1.0
Full House,1,796,1,0.5
Full House,1,1106,2,0.75
Full House,1,624,0,0.5
Full House,1,1072,1,1.0
Full House,1,988,2,0.75
Full House,1,680,0,0.5
Full House,1,1508,1,1.0
Full House,1,928,0,0.75
Full House,1,1060,2,0.75
Full House,1,1256,2,1.0
Full House,1,1192,2,1.0
Full House,1,673,0,0.5
Full House,1,1256,2,1.0
Full House,1,999,2,0.75
Full House,0,316,0,0.25
Full House,1,944,2,0.75
Full House,1,1012,2,0.75
Full House,0,243,0,0.0
Full House,1,760,0,0.5
Full House,1,704,1,0.5
Full House,1,794,2,0.5
Full House,1,1016,2,0.75
Full House,0,382,0,0.25
Full House,1,1176,1,1.0
Full House,1,1272,2,1.0
Full House,1,1536,2,1.0
Full House,1,699,0,0.5
Full House,1,1252,2,1.0
Full House,1,1304,2,1.0
Full House,1,704,2,0.5
Full House,0,197,0,0.0
Full House,1,947,2,0.75
Full House,1,1244,2,1.0
Full House,1,807,2,0.5
Full House,1,879,2,0.75
Full House,0,401,0,0.25
Full House,1,1096,1,1.0
Full House,1,783,1,0.5
Full House,1,819,2,0.5
Full House,1,1248,2,0.75
Full House,1,968,2,0.75
Full House,0,374,0,0.25
Full House,1,735,1,0.5
Full House,1,1252,1,1.0
Full House,1,1112,1,1.0
Full House,1,932,1,0.75
Full House,1,1084,2,0.75
Full House,0,235,0,0.0
Full House,1,1028,2,0.75
Full House,1,1028,2,0.75
Full House,1,1580,1,1.0
Full House,1,904,1,0.75
Full House,0,555,0,0.25
Full House,1,1196,1,1.0
Full House,1,692,0,0.5
Full House,1,1204,1,1.0
Full House,1,655,0,0.5
Full House,1,1004,2,0.75
Full House,1,671,2,0.5
Full House,1,675,0,0.5
Full House,1,687,0,0.5
Full House,1,1180,2,1.0
Full House,1,984,2,0.75
Full House,1,816,0,0.75
Full House,1,1012,2,0.75
Full House,1,1000,1,0.75
Full House,0,470,0,0.25
Full House,1,1176,2,0.75
Full House,1,1068,1,1.0
Full House,1,1160,2,1.0
Full House,1,791,2,0.5
Full House,1,1028,2,0.75
Full House,1,1452,2,1.0
Full House,1,644,0,0.5
Full House,1,1800,2,1.0
Full House,1,988,1,0.75
Full House,1,1204,1,1.0
Full House,1,954,0,0.75
Full House,1,872,0,0.75
Full House,1,1288,2,1.0
Full House,1,1204,2,1.0
Full House,1,988,1,0.75
Full House,1,1248,2,1.0
Full House,1,1324,2,0.75
Full House,1,724,1,0.5
Full House,1,1099,0,0.5
Full House,1,667,0,0.5
Full House,1,900,2,0.75
Full House,1,887,2,0.75
Full House,1,716,0,0.5
Full House,0,487,0,0.25
Full House,1,1172,2,1.0
Full House,1,704,0,0.5
Full House,1,739,1,0.5
Full House,0,399,0,0.25
Full House,1,1040,2,0.75
Full House,1,732,0,0.5
Full House,1,904,1,0.75
Full House,1,1196,1,1.0
Full House,1,1596,2,1.0
Full House,1,1180,1,1.0
Full House,1,1232,2,0.75
Full House,1,1032,2,0.75
Full House,1,623,0,0.5
Full House,1,992,2,0.75
Full House,1,1028,2,0.75
Full House,1,975,1,0.75
Full House,1,796,1,0.5
Full House,1,1244,2,1.0
Full House,1,967,0,0.75
Full House,1,705,0,0.5
Full House,1,1152,2,1.0
Full House,0,499,0,0.25
Full House,0,592,0,0.5
Full House,1,988,2,0.75
Full House,1,1120,2,0.75
Full House,0,371,0,0.25
Full House,0,440,0,0.25
Full House,1,1132,2,0.75
Full House,1,1188,1,1.0
Full House,0,419,0,0.25
Full House,0,486,0,0.25
Full House,1,1080,2,0.75
Full House,1,1132,2,0.75
Full House,1,668,0,0.25
Full House,1,684,1,0.5
Full House,1,987,2,0.75
Full House,1,1352,2,1.0
Full House,1,760,2,0.5
Full House,1,1375,2,0.75
Full House,1,1004,2,0.75
Full House,1,1188,1,1.0
Full House,1,600,0,0.25
Full House,1,984,1,0.75
Full House,1,1180,2,1.0
Full House,1,1272,2,1.0
Full House,1,1188,2,0.75
Full House,1,1444,2,1.0
Full House,1,1180,2,1.0
Full House,1,871,0,0.75
Full House,1,784,2,0.5
Full House,1,988,1,0.75
Full House,1,1312,2,1.0
Full House,1,655,0,0.5
Full House,1,704,1,0.5
Full House,1,1112,1,1.0
Full House,1,634,1,0.5
Full House,1,1080,1,1.0
Full House,1,1312,2,1.0
Full House,1,631,0,0.5
Full House,0,459,0,0.25
Full House,1,1208,2,1.0
Full House,1,670,0,0.5
Full House,1,932,1,0.75
Full House,1,939,1,0.75
Full House,1,1060,2,0.75
Full House,1,679,1,0.5
Full House,1,960,1,0.75
Full House,1,744,1,0.5
Full House,1,992,1,0.75
Full House,0,484,0,0.25
Full House,1,996,1,0.75
Full House,1,1115,3,0.5
Full House,1,887,0,0.75
Full House,1,736,0,0.5
Full House,1,1212,2,1.0
Full House,0,443,0,0.25
Full House,1,1332,3,0.75
Full House,1,764,2,0.5
Full House,1,767,2,0.5
Full House,1,1200,1,1.0
Full House,1,1024,2,0.75
Full House,1,772,1,0.5
Full House,0,406,0,0.25
Full House,1,664,1,0.5
Full House,1,744,2,0.5
Full House,1,770,2,0.5
Full House,1,1204,2,1.0
Full House,1,1240,1,1.0
Full House,1,920,1,0.75
Full House,1,711,1,0.5
Full House,0,472,0,0.25
Full House,1,1016,2,0.75
Full House,1,980,2,0.75
Full House,1,980,1,0.75
Full House,1,932,2,0.75
Full House,1,688,1,0.5
Full House,1,703,0,0.5
Full House,1,651,1,0.5
Full House,1,1344,2,1.0
Full House,1,848,1,0.5
Full House,1,1192,1,1.0
Full House,1,947,2,0.75
Full House,1,968,2,0.75
Full House,1,699,0,0.5
Full House,1,956,1,0.75
Full House,0,419,0,0.25
Full House,1,1060,1,0.75
Full House,1,943,2,0.75
Full House,1,1044,2,0.75
Full House,1,687,0,0.5
Full House,1,631,0,0.5
Full House,1,924,2,0.75
Full House,1,1128,2,1.0
Full House,1,1051,3,0.5
Full House,0,467,0,0.25
Full House,0,500,0,0.25
Full House,1,676,0,0.5
Full House,1,932,1,0.75
Full House,1,988,2,0.75
Full House,1,919,0,0.5
Full House,1,1028,2,0.75
Full House,1,804,1,0.5
Full House,1,1172,2,1.0
Full House,1,1456,2,1.0
Full House,1,784,1,0.5
Full House,1,1012,2,0.75
Full House,1,900,2,0.75
Full House,1,1008,2,0.75
Full House,1,912,1,0.75
Full House,1,776,2,0.5
Full House,1,915,0,0.75
Full House,1,1084,2,0.75
Full House,1,1349,2,0.75
Full House,0,467,0,0.25
Full House,1,1324,2,1.0
Full House,1,872,1,0.75
Full House,1,1008,1,0.75
Full House,0,490,0,0.25
Full House,0,528,0,0.25
Full House,1,951,2,0.75
Full House,1,968,1,0.75
Full House,1,920,1,0.75
Full House,1,747,2,0.5
Full House,0,195,0,0.0
Full House,1,1152,1,1.0
Full House,1,887,0,0.75
Full House,1,712,0,0.5
Full House,1,1248,2,1.0
Full House,1,1196,1,1.0
Full House,1,705,0,0.5
Full House,1,1364,2,0.75
Full House,1,999,0,0.5
Full House,1,1156,1,1.0
Full House,1,948,0,0.75
Full House,1,687,0,0.5
Full House,1,1508,2,1.0
Full House,1,703,0,0.25
Full House,1,753,2,0.5
Full House,1,1148,3,0.5
Full House,1,819,0,0.5
Full House,1,960,1,0.75
Full House,1,680,2,0.5
Full House,1,924,1,0.75
Full House,1,1144,2,1.0
Full House,1,1472,1,1.0
Full House,1,924,2,0.75
Full House,1,964,2,0.75
Full House,1,1604,1,1.0
Full House,1,1160,1,1.0
Full House,1,1044,2,0.75
Full House,0,510,0,0.25
Full House,1,1156,3,0.5
Full House,1,1136,1,1.0
Full House,1,1060,2,0.75
Full House,1,792,2,0.5
Full House,1,1232,1,1.0
Full House,1,1176,1,1.0
Full House,1,1072,1,1.0
Full House,1,1220,1,1.0
Full House,1,1196,1,1.0
Full House,1,936,2,0.75
Full House,1,1268,1,1.0
Full House,1,1168,2,1.0
Full House,1,1000,1,0.75
Full House,1,913,2,0.75
Full House,1,748,2,0.5
Full House,1,1192,2,1.0
Full House,0,367,0,0.25
Full House,1,1326,0,0.75
Full House,1,948,2,0.75
Full House,1,976,1,0.75
Full House,1,904,1,0.75
Full House,1,1312,2,1.0
Full House,1,896,1,0.75
Full House,1,1168,1,1.0
Full House,1,928,1,0.75
Full House,0,580,0,0.5
Full House,1,1444,2,1.0
Full House,1,1004,1,0.75
Full House,1,984,2,0.5
Full House,1,783,0,0.5
Full House,1,693,0,0.5
Full House,1,743,2,0.5
Full House,1,659,0,0.5
Full House,1,923,0,0.75
Full House,1,807,1,0.5
Full House,1,972,2,0.75
Full House,1,811,2,0.5
Full House,1,724,1,0.5
Full House,1,932,1,0.75
Full House,1,816,0,0.75
Full House,1,1344,2,0.75
Full House,1,900,1,0.75
Full House,1,1384,2,1.0
Full House,1,900,0,0.75
Full House,1,943,2,0.75
Full House,1,1287,0,0.75
Full House,1,1000,2,0.75
Full House,1,895,1,0.75
Full House,1,780,2,0.5
Full House,1,1220,3,0.5
Full House,1,691,1,0.5
Full House,1,1004,2,0.75
Full House,1,979,2,0.75
Full House,1,980,2,0.75
Full House,1,1216,1,1.0
Full House,1,1000,1,0.75
Full House,1,1216,2,1.0
Full House,1,1012,2,0.75
Full House,1,919,2,0.5
Full House,0,476,0,0.25
Full House,1,1092,1,1.0
Full House,1,1092,2,0.75
Full House,1,1104,1,1.0
Full House,1,770,2,0.5
Full House,1,791,1,0.5
Full House,1,698,0,0.5
Full House,0,552,0,0.5
Full House,0,459,0,0.25
Full House,1,1024,2,0.75
Full House,1,679,0,0.5
Full House,1,1060,1,0.75
Full House,1,787,2,0.5
Full House,0,505,0,0.25
Full House,1,771,2,0.5
Full House,1,920,2,0.75
Full House,1,1092,2,1.0
Full House,0,520,0,0.5
Full House,0,502,0,0.25
Full House,1,817,2,0.5
Full House,1,1192,1,1.0
Full House,1,872,0,0.75
Full House,1,659,0,0.5
Full House,0,415,0,0.25
Full House,0,467,0,0.25
Full House,1,1112,2,0.75
Full House,1,924,1,0.75
Full House,1,916,2,0.75
Full House,1,643,0,0.5
Full House,1,887,0,0.5
Full House,1,928,1,0.75
Full House,0,383,0,0.25
Full House,1,1300,2,1.0
Full House,0,426,0,0.25
Full House,1,1296,2,1.0
Full House,0,520,0,0.25
Full House,1,1256,1,1.0
Full House,1,915,2,0.75
Full House,1,1008,1,0.75
Full House,1,1136,1,1.0
Full House,1,964,1,0.75
Full House,1,1160,1,1.0
Full House,0,487,0,0.25
Full House,1,992,1,0.75
Full House,1,1412,2,0.75
Full House,1,1192,2,1.0
Full House,1,823,0,0.75
Full House,0,201,0,0.0
Full House,1,1272,2,1.0
Full House,1,735,2,0.5
Full House,0,478,0,0.25
Full House,1,1072,1,1.0
Full House,1,1024,2,0.75
Full House,1,956,1,0.75
Full House,1,1040,2,0.75
Full House,1,724,1,0.5
Full House,1,667,0,0.5
Full House,1,760,2,0.5
Full House,1,740,0,0.5
Full House,1,1035,2,0.75
Full House,1,1296,2,1.0
Full House,1,908,2,0.75
Full House,1,672,0,0.5
Full House,1,847,2,0.75
Full House,0,436,0,0.25
Full House,1,888,2,0.75
Full House,1,1150,3,0.5
Full House,1,840,1,0.75
Full House,1,1156,2,1.0
Full House,1,611,0,0.5
Full House,1,716,0,0.5
Full House,1,787,2,0.5
Full House,1,1088,1,1.0
Full House,1,976,1,0.75
Full House,1,1360,1,0.75
Full House,1,710,0,0.5
Full House,1,1284,2,1.0
Full House,1,984,2,0.75
Full House,1,1112,2,0.75
Full House,1,1089,1,0.75
Full House,1,952,1,0.75
Full House,1,980,1,0.75
Full House,0,454,0,0.25
Full House,1,1051,2,0.5
Full House,1,1228,2,1.0
Full House,1,1212,2,1.0
Full House,1,1008,2,0.75
Full House,1,916,0,0.75
Full House,1,760,1,0.75
Full House,1,1256,2,1.0
Full House,1,976,1,0.75
Full House,1,1496,2,1.0
Full House,1,984,1,0.75
Full House,1,831,1,0.5
Full House,1,1164,1,1.0
Full House,1,955,1,0.75
Full House,1,908,1,0.75
Full House,1,683,0,0.5
Full House,0,476,0,0.25
Full House,1,1000,2,0.75
Full House,1,1072,2,0.75
Full House,1,767,2,0.5
Full House,1,936,1,0.75
Full House,1,1128,2,0.75
Full House,1,1540,2,0.75
Full House,1,960,1,0.75
Full House,1,1268,2,1.0
Full House,1,940,1,0.75
Full House,1,951,0,0.75
Full House,0,431,0,0.25
Full House,1,704,1,0.5
Full House,0,448,0,0.25
Full House,1,692,1,0.5
Full House,1,988,2,0.75
Full House,1,1008,2,0.75
Full House,1,1148,1,1.0
Full House,1,815,2,0.5
Full House,1,740,2,0.5
Full House,1,932,1,0.75
Full House,1,820,0,0.75
Full House,1,651,0,0.5
Full House,1,980,2,0.75
Full House,1,896,1,0.75
Full House,0,208,0,0.0
Full House,1,747,1,0.5
Full House,1,912,1,0.75
Full House,1,1208,2,1.0
Full House,1,1067,2,0.75
Full House,1,739,1,0.5
Full House,1,1180,2,0.75
Full House,1,786,1,0.5
Full House,1,1011,2,0.75
Full House,1,899,0,0.75
Full House,1,1232,1,1.0
Full House,1,740,2,0.5
Full House,0,524,0,0.25
Full House,1,1320,2,1.0
Full House,1,654,0,0.5
Full House,1,976,2,0.75
Full House,1,979,1,0.75
Full House,1,1132,1,1.0
Full House,1,724,1,0.5
Full House,1,1248,1,1.0
Full House,1,953,1,0.75
Full House,1,1004,1,0.75
Full House,1,900,1,0.75
Full House,1,975,2,0.75
Full House,1,663,0,0.5
Full House,1,679,1,0.5
Full House,1,1204,1,1.0
Full House,1,662,0,0.5
Full House,1,614,0,0.5
Full House,1,740,2,0.5
Full House,1,1063,2,0.5
Full House,1,899,1,0.75
Full House,1,708,0,0.5
Full House,1,908,2,0.75
Full House,1,1039,2,0.75
Full House,1,947,1,0.75
Full House,1,1084,2,0.75
Full House,0,408,0,0.25
Full House,1,724,2,0.5
Full House,0,508,0,0.25
Full House,1,788,2,0.5
Full House,1,1080,1,1.0
Full House,1,1096,1,1.0
Full House,1,980,1,0.75
Full House,1,1108,1,1.0
Full House,1,776,2,0.5
Full House,1,712,0,0.5
Full House,1,996,2,0.75
Full House,0,243,0,0.0
Full House,0,419,0,0.25
Full House,1,764,0,0.5
Full House,1,991,2,0.75
Full House,0,410,0,0.25
Full House,1,783,2,0.5
Full House,1,967,1,0.75
Full House,1,1128,2,0.75
Full House,1,800,1,0.5
Full House,1,751,2,0.5
Full House,1,960,2,0.75
Full House,1,1129,2,0.5
Full House,1,916,1,0.75
Full House,1,1616,2,1.0
Full House,1,1168,2,1.0
Full House,1,1244,2,1.0
Full House,1,892,0,0.75
Full House,1,631,0,0.5
Full House,1,1016,2,0.75
Full House,1,920,1,0.75
Full House,1,916,2,0.75
Full House,0,595,0,0.5
Full House,1,1012,1,0.75
Full House,1,1128,2,1.0
Full House,1,1212,2,1.0
Full House,1,988,2,0.75
Full House,1,968,2,0.75
Full House,0,495,0,0.25
Full House,1,1089,3,0.5
Full House,1,1040,2,0.75
Full House,1,683,0,0.5
Full House,1,675,1,0.5
Full House,1,707,1,0.5
Full House,1,676,0,0.5
Full House,1,1388,1,0.75
Full House,1,1112,2,0.75
Full House,1,732,1,0.5
Full House,1,848,1,0.75
Full House,1,1080,2,0.75
Full House,0,408,0,0.25
Full House,1,1028,1,1.0
Full House,0,150,0,0.0
Full House,1,643,0,0.5
Full House,1,712,1,0.5
Full House,0,422,0,0.25
Full House,1,1340,2,0.75
Full House,1,1003,2,0.75
Full House,1,700,1,0.5
Full House,1,644,0,0.5
Full House,1,1184,2,1.0
Full House,1,1208,1,1.0
Full House,0,503,0,0.25
Full House,1,842,3,0.25
Full House,1,876,2,0.75
Full House,1,960,1,0.75
Full House,1,1176,1,1.0
Full House,1,652,0,0.5
Full House,0,467,0,0.25
Full House,1,1295,2,0.75
Full House,1,631,0,0.5
Full House,1,779,1,0.5
Full House,1,1672,2,1.0
Full House,1,1112,2,0.75
Full House,1,1308,2,1.0
Full House,1,944,2,0.75
Full House,1,992,1,0.75
Full House,1,691,0,0.5
Full House,1,611,0,0.5
Full House,1,995,2,0.75
Full House,0,415,0,0.25
Full House,1,1076,2,0.75
Full House,1,1312,2,1.0
Full House,1,1232,1,1.0
Full House,1,750,0,0.5
Full House,1,775,2,0.5
Full House,1,960,2,0.75
Full House,1,659,0,0.5
Full House,1,1296,0,0.75
Full House,0,374,0,0.25
Full House,1,972,2,0.75
Full House,1,1724,2,0.75
Full House,1,696,0,0.5
Full House,1,1220,2,1.0
Full House,1,1240,2,1.0
Full House,1,1204,1,1.0
Full House,1,1468,1,1.0
Full House,1,1032,2,0.75
Full House,1,654,0,0.5
Full House,1,700,0,0.5
Full House,1,1272,2,1.0
Full House,1,1008,2,0.75
Full House,1,988,2,0.75
Full House,0,524,0,0.25
Full House,1,948,1,0.75
Full House,1,1200,2,1.0
Full House,1,1304,3,0.75
Full House,1,1112,1,1.0
Full House,1,832,2,0.25
Full House,1,1196,2,1.0
Full House,0,518,0,0.25
Full House,1,676,1,0.5
Full House,1,900,2,0.75
Full House,1,1584,2,1.0
Full House,1,722,0,0.5
Full House,1,704,1,0.5
Full House,1,964,2,0.75
Full House,1,1644,2,0.75
Full House,1,1040,2,0.75
Full House,1,1028,2,0.75
Full House,1,1220,2,1.0
Full House,1,1012,2,0.75
Full House,1,928,1,0.75
Full House,1,1164,2,1.0
Full House,1,1616,2,1.0
Full House,0,472,0,0.25
Full House,1,1488,2,1.0
Full House,1,1096,1,1.0
Full House,1,932,2,0.75
Full House,1,724,1,0.5
Full House,1,803,2,0.5
Full House,1,1120,1,1.0
Full House,1,614,0,0.5
Full House,0,560,0,0.25
Full House,1,1164,2,0.75
Full House,1,868,1,0.75
Full House,1,1012,1,0.75
Full House,1,1124,1,1.0
Full House,1,963,2,0.75
Full House,1,1016,2,0.75
Full House,1,1184,1,1.0
Full House,1,1592,2,1.0
Full House,1,631,0,0.5
Full House,1,952,1,0.75
Full House,0,543,0,0.25
Full House,1,1260,1,1.0
Full House,1,1256,1,1.0
Full House,1,1476,2,0.75
Full House,1,699,1,0.5
Full House,1,1228,1,1.0
Full House,1,1148,1,1.0
Full House,1,1240,1,1.0
Full House,0,498,0,0.25
Full House,1,707,2,0.5
Full House,1,792,2,0.5
Full House,1,1047,2,0.75
Full House,1,956,2,0.75
Full House,1,955,2,0.75
Full House,1,760,2,0.5
Full House,1,1000,2,0.75
Full House,1,664,1,0.5
Full House,1,960,2,0.75
Full House,0,415,0,0.25
Full House,1,968,2,0.75
Full House,1,1244,1,1.0
Full House,1,672,0,0.5
Full House,1,996,1,0.75
Full House,1,932,1,0.75
Full House,1,912,1,0.75
Full House,1,1016,2,0.75
Full House,1,1220,1,1.0
Full House,1,1196,2,1.0
Full House,1,904,1,0.75
Full House,1,1244,1,1.0
Full House,1,663,1,0.5
Full House,1,1040,1,0.75
Full House,1,1260,2,0.75
Full House,0,464,0,0.25
Full House,1,791,2,0.25
Full House,1,827,2,0.5
Full House,1,1104,1,1.0
Full House,1,912,2,0.75
Full House,1,1024,1,0.75
Full House,1,974,2,0.75
Full House,1,1312,3,0.75
Full House,0,519,0,0.25
Full House,1,1008,2,0.75
Full House,1,780,0,0.5
Full House,0,219,0,0.0
Full House,0,411,0,0.25
Full House,1,1004,2,0.75
Full House,1,1080,2,0.75
Full House,1,1426,1,0.75
Full House,1,964,1,0.75
Full House,1,1228,1,1.0
Full House,1,1124,2,1.0
Full House,1,1007,1,0.75
Full House,1,1020,2,0.75
Full House,1,608,0,0.5
Full House,1,920,1,0.75
Full House,1,1632,2,1.0
Full House,1,731,2,0.5
Full House,1,1556,1,1.0
Full House,1,1228,2,1.0
Full House,1,1196,2,1.0
Full House,1,1032,2,0.75
Full House,1,951,0,0.75
Full House,1,1000,2,0.75
Full House,1,1152,1,1.0
Full House,0,444,0,0.25
Full House,1,960,1,0.75
Full House,1,1035,2,0.75
Full House,1,648,0,0.5
Full House,1,1078,2,0.75
Full House,1,639,0,0.5
Full House,1,664,0,0.5
Full House,1,623,0,0.5
Full House,1,706,0,0.5
Full House,1,676,1,0.5
Full House,1,911,1,0.75
Full House,1,791,1,0.5
Full House,1,776,2,0.5
Full House,1,1320,2,0.75
Full House,1,848,2,0.5
Full House,1,679,0,0.5
Full House,1,1240,1,1.0
Full House,1,1180,2,1.0
Full House,1,967,2,0.75
Full House,0,415,0,0.25
Full House,1,640,1,0.5
Full House,1,996,2,0.75
Full House,1,731,0,0.5
Full House,0,587,0,0.5
Full House,1,955,2,0.75
Full House,1,956,1,0.75
Full House,1,1292,2,0.75
Full House,0,599,0,0.5
Full House,1,735,1,0.5
Full House,1,696,1,0.5
Full House,1,719,1,0.5
Full House,0,163,0,0.0
Full House,1,1384,2,1.0
Full House,0,319,0,0.25
Full House,1,1208,2,1.0
Full House,1,1068,2,1.0
Full House,1,1364,1,1.0
Full House,1,1212,2,1.0
Full House,1,1208,1,1.0
Full House,1,1192,2,1.0
Full House,1,1224,1,1.0
Full House,1,667,0,0.5
Full House,0,447,0,0.25
Full House,1,1316,2,0.75
Full House,0,345,0,0.25
Full House,1,1092,2,0.75
Full House,0,443,0,0.25
Full House,1,1240,1,1.0
Full House,1,987,2,0.75
Full House,1,940,2,0.75
Full House,1,900,0,0.75
Full House,1,1220,1,1.0
Full House,1,915,0,0.75
Full House,1,970,3,0.5
Full House,1,927,1,0.75
Full House,1,1044,2,0.75
Full House,1,1032,2,0.75
Full House,1,1432,2,0.75
Full House,1,1612,3,1.0
Full House,1,1072,2,0.5
Full House,0,459,0,0.25
Full House,1,953,0,0.5
Full House,1,648,1,0.5
Full House,0,416,0,0.25
Full House,1,771,2,0.5
Full House,1,861,2,0.5
Full House,1,1064,2,0.75
Full House,1,699,0,0.5
Full House,0,400,0,0.25
Full House,1,880,1,0.75
Full House,1,807,2,0.5
Full House,1,1588,2,1.0
Full House,1,1176,1,1.0
Full House,1,1168,2,0.75
Full House,1,648,0,0.5
Full House,1,2144,2,1.0
Full House,1,1192,1,1.0
Full House,1,1020,2,0.75
Full House,1,1192,1,1.0
Full House,1,964,2,0.75
Full House,1,1352,3,0.75
Full House,1,1088,2,0.75
Full House,1,666,0,0.5
Full House,1,1120,2,0.75
Full House,1,1532,2,1.0
Full House,0,574,0,0.5
Full House,1,1732,3,0.75
Full House,0,408,0,0.25
Full House,1,936,2,0.75
Full House,1,1224,1,1.0
Full House,1,948,2,0.75
Full House,0,203,0,0.0
Full House,1,1540,2,1.0
Full House,0,559,0,0.5
Full House,1,686,1,0.5
Full House,0,410,0,0.25
Full House,1,1088,1,1.0
Full House,1,728,0,0.5
Full House,0,439,0,0.25
Full House,1,1236,2,0.75
Full House,1,1092,2,0.75
Full House,1,912,1,0.75
Full House,1,864,1,0.75
Full House,1,1176,2,1.0
Full House,1,1228,1,1.0
Full House,1,1232,1,1.0
Full House,1,1208,2,1.0
Full House,1,1076,1,0.75
Full House,0,477,0,0.25
Full House,1,832,2,0.5
Full House,0,527,0,0.25
Full House,1,715,0,0.5
Full House,1,1072,2,0.75
Full House,1,636,0,0.5
Full House,1,708,2,0.5
Full House,1,1252,2,1.0
Full House,1,1236,2,1.0
Full House,1,851,0,0.75
Full House,1,691,2,0.5
Full House,1,976,2,0.75
Full House,1,1156,2,0.75
Full House,1,1124,1,1.0
Full House,1,775,2,0.5
Full House,1,1096,2,0.75
Full House,1,687,0,0.5
Full House,1,863,2,0.75
Full House,1,1012,1,0.75
Full House,1,1036,2,0.75
Full House,1,719,2,0.5
Full House,1,1012,1,0.75
Full House,1,1152,1,1.0
Full House,1,1104,2,0.75
Full House,1,1160,1,1.0
Full House,1,702,0,0.5
Full House,1,912,2,0.75
